anchor,response
"It's not meningitis. His neck isn't stiff, and his mental status is normal.",He's only guessing. I'm talking to Taub. He can't say my kids until he lets me test them. Tell me about the love shack where he cheated on his bride.
"Lab tests show the bed tested positive for, uh, semen, vaginal secretions, saliva, and fecal matter, both huMan and animal. Taub's face falls as she reads the list.",PRobably want to boil the kids for a couple hours when you get home.
The bathroom also tested positive for five different types of pathogenic bacteria.,Fusobacterium necrophorum was one of them. He puts on his dress shirt and buttons it.
Yeah. How'd you know?,The bulge in his neck.
"The bulge in his neck. The bacteria colonized his parapharyngeal space, moved into his jugular vein, causing a thrombus! Lemierre's Syndrome. Treat with amoxicillin and clavulanic acid. Take out the clot before it moves to his lungs and kills him.",You have at least a trillion cells. You're gonna misplace one of them Eventually.
"We could be dealing with an alcoholic going through withdrawal. It explains his heart, seizures, and liver failing.",But not his swollen lymph nodes.
Why are we stealing cable from here? We don't Even have a TV in our office.,"I'm an ex-con, trying to adjust to a world that's passed me by."
"Cultures take time, and his liver doesn't have much left.",That's why we're gonna blast him with broad-spectrum antibiotics.
Not if we get him a liver transplant first and then treat him with a broad spectrum.,adding a toaster to his bag And old team for the win!
Some people think it's burning now. Maybe if Everybody didn't lie!,"Aw, that is cute."
Liver function has improved 30%! buys us a few extra days before he'll need a transplant.,"Interesting question is, why is it regenerating?"
"Interesting question is, why is it regenerating?",And scene. Now we're back to boring reality reality. His liver was in shock before. He's been having an allergic reaction since he got here.
We need to run a scratch test to find out what set it off.,Or who. This all started when he cheated on his wife.
He's allergic to a person?,Or something she's wearing!
Is Everyone trying to think of an answer? Or is Everyone afraid to say,I take it you're in the latter Category.
There's no treatment for it.,clicks his pen a few times It fits. Case closed. Why don't you go home and get some sleep?
I nEver heard of a neurological pRoblem that causes someone's skin to fall off.,Because there isn't one.
"Yes, we knew what kawah meant. We just figured since it basically presents only in Asian Parkldren!","Which you might have, by the way."
Monkey DNA! nice touch.,Really? You don't think I should have gone with rat? I've been second-guessing myself all day.
Where are the DNA results? He reaches for the folder House is holding but House jerks them out of the way.,First admit that I was right.
You Manipulated me into doing it.,"Yeah, I'll admit to that. Now you admit that it was incredibly easy, because you can't cheat an honest Man."
I love them. I don't care if one of them isn't biologically mine.,What about both? Could be. Haven't read these. Now say I was right.
"No. I'll admit I was weak for a moment, but I'm not doing this. I don't care.","You do, and I'll prove it."
A hot tub would be cool.,"New team, old team! I present! Phase one of Operation Outer Office 2.0."
Phase one of Operation Outer Office 2.0. Nothing's changed.,"Oh, Everything has changed."
Head CT and cerebral angiogram are normal. Clotting parameters are normal.,You're forgetting the wrinkly clump in the middle of his shirt. Thought we'd diagnose the middle-aged clown first.
looking at House It's pRobably from my seat belt.,Wrinkle pattern's too varied. It looks like someone shoved you or grabbed you.
"trying to ignore House PRobably from the diaper bag. If the Patient's using drugs, cocaine could have caused an arterial spasm in his brain.",The tox screen was clean.
The Patient was punched in the groin. Could have triggered a massive sympathetic discharge.,Carotid duplex is normal.
Why shouldn't Taub be the one to do it? Thank you?,Makes sense.
They were good parents.,"That's an oxymoron. Chase is right. All parents screw up all Parkldren. He's also dreAmy, but it's not relevant now."
"So all parents screw up all Parkldren, but it makes some huge difference if I keep my daughter here or let her move? returning to the case Endocarditis. Flipped a piece of vegetation into his brain, which could have broken up before the angiogram.","Transesophageal echo to confirm. Screwed up is your best case. Bouncing between a philandering workaholic dad and an embittered, sexually betrayed mom, it's gonna lead to screwed-up squared."
I need treatment for my type 2 diabetes.,There is absolutely no part of that sentence that is true.
"I've been experiencing weight gain, fatigue, and sluggishness.","Weight loss is a symptom of diabetes. Fatigue is a symptom of thinking you have disease you don't actually have, and sluggishness is a synonym of fatigue."
I need Insulin. I know it.,"Much as I'd like to kill you by dangerously lowering your blood sugar, murder violates my parole."
pointing to the printout of his test results That bloodwork is week's old. Test me again.,I am the test. The test is negative. The test also thinks you're a giant pain in the ass. That last insult was your cue to leave.
pulling up his sleEve Test me.,Fine. Wait right here.
Wait right here. Thank you.,to a nurse Sleep study. Please make sure he's not disturbed for the next eight hours.
We need to talk about Saturday night.,"No, no, no, no, no. Historians will talk of Saturday night, not us. The legendary night, on which we watch Santos shatter Rubio's jaw and you epically pay me $50.00."
"I have a chance to really watch it. A Patient of mine has a pair of tickets he can't use, and obviously you're under House and office arrest. I just wanted to make sure you were cool if I go to Atlantic City without you.","Uh, no, thanks. I'm afraid I'm gonna have to decline your invitation to not spend Saturday night with you."
These are ringside seats.,"Cameras are ringside too. If you want, I could sweat and spit and bleed on you from time to time."
I'd take you if I could.,"Well, I'd take me if either of us could. See what a tough spot I'm in?"
I'm going to that fight.,"All right, I'll take the other ticket. Let me worry about logistics."
"Patient's heart valves are normal. It's not endocarditis. But he has a thickened pericardium, which makes no sense.",He has a heart pRoblem but not one that could have caused his T.I.A.
