anchor,response
Too bad. You can't have it.,points at Cameron She'll take care of this.
Its night time.,"It's still Tuesday, right?"
The wrong side.,The first thing that makes sense.
Get to your point. We're a little busy here.,The clots aren't from cancer. They're coming from his heart.
You're not making friends right now.,I trusted you.
"Three years, you've been trying to game out Thirteen. Now you don't care?","Sorry. Not caring about Thirteen is not part of the differential for heart arrhythmia, but you do get a home version of the game."
Dice have no memory. Genes do.,If we ran a battery of tests on Every nonsymptomatic statistical anomaly
Do you want to know why I named that dog Hector?,No. Let's keep it a mystery.
Foreman tested negative for Every bacterial infection that would affect his brain.,And what infections could he be positive for but test negative for?
voice over Nothing on the echo. We drew a troponin lEvel. No signs of myocardial ischemia. All the tests were normal.,Loss of balance.
flabbergasted Do you know what this means?,That you made one good dating choice. The fabric of the space/time continuum could unravel.
Nobody likes you. Hey.,Am I crowding you?
grimacing as House inserts the needle Ah!,"Now, when I pull back on the plunger, what do you think's gonna come out?"
This is impossible. A 16-year-old doesn't get hemolytic anemia,"Give her back the file you have bigger pRoblems to tend to, like my meds."
Because I lied about giving you the books. Oh.,Oh. Wilson told you.
He dropped the popcorn tray. He had been complaining it was too heavy. I should have listened.,"And the hit-and-run, walking the pissy dog. That happen at night?"
seeing him Dr. House. Tell her.,"Hanna... We have to amputate your leg. Cuddy looks up at him, surprised"
It leads to rheumatic fEver.,"Which leads to, Cameron?"
You nEver do anything unless it stands to benefit you.,"I realize that three failed marriages can leave a Man twisted and bitter inside, but in a good relationship, people sometimes do things for each other."
Talk to me when you have.,What did you find out?
I did it. I chose to do it.,"Yeah, like diabetics choose to not produce insulin. Listen, someone got sick, someone died. Happens Every day. The only difference in this case is it wasn't the same someone."
Please. Just leave me alone.,"You weren't alone in the car crash. Your son was with you, Helen."
Because it's the truth.,Did you give an angry Cuban my home number?
We had to shock it back into rhythm twice during the night.,There's only one thing left to do.
Don't worry. You can trust me with anything. Including your food.,"points to Wilson After he and I have sex, I'm gonna slit his throat and then disembowel him in the bathtub."
Do you know why people beliEve in God?,I thought you didn't beliEve in God.
I've got the plague?,"Don't worry, it's treatable. Being a bitch though, nothing we can do about that."
Wilson sighs. It worked.,What worked?
You're going to have to find a way to let this go. We can't go near Ian.,"We don't need to go near him, we have his tumor."
What odds? What is this?,"60% of potential donor hearts get tossed in the trash because there's something wrong with them. With fat people, it's closer to 80."
looking more curious than alarmed Huh.,Buzzzzzzz.
Who'd he killed after that? Prison guard.,Who had a file full of abusive complaints. PRobably been kicking Clarence's ass for months.
Stomach pain is from a cyst in her pancreas. Found two more in her kidneys and one in her lung. They weren't there 48 hours ago. The hormones are making her body go haywire.,"If she gets one in her brain or heart, she's dead. Turns to Cameron and Chase. No pressure though."
"slowly Two sick babies is very sad, but it doesn't prove an epidemic. She leaves. House is left alone in her office.",How Many do?
"No, then I","Next tried steroid enemas, oral corticosteroids, 5ASAs, 6 mercaptopurine! I'm impressed."
She locked herself in the garage and she started the car.,You shoot the guy who sold her the garage door opener? Jack smirks. You're an ass.
Come out with me tonight. I'm going speed dating.,You mean you're dating on meth? Count me in.
You fluid-overloaded him. Anyone's lungs would leak after that surgery. Good-bye.,No sign of bronchospasm.
So he was a bastard. He was still your father. You're biologically programmed to have feelings for him.,"No, I'm not."
I need to know that it all means something. I need that comfort.,Yeah. You feeling comfortable? Feeling good right now? Feeling warm inside?
"Yes. I agree. It does explain Everything. Thirteen, load her up on diazepam. Foreman, make sure she does it. House gets up Thirteen, make sure he makes sure.",I went to Cuddy's House. But I didn't go in. Went home without ringing either her metaphorical or actual bell.
Her fingernail's blue?,Yep. to Thirteen start her on chelation.
"It's not about pain. It's about being open, being completely vulnerable to another person. If you can learn to be that deeply trusting! it changes you.","Well, lock him in a cage. That should be fine, medically."
Debbie Wright is his true love. She's dead.,Presumed! All we really know is
"Firing her was a mistake. We need someone like her on the team, keeping us all in check.",You're incapable of noticing when I do something inappropriate?
"I've been experiencing weight gain, fatigue, and sluggishness.","Weight loss is a symptom of diabetes. Fatigue is a symptom of thinking you have disease you don't actually have, and sluggishness is a synonym of fatigue."
"You wanna look at vaginas, there are websites for that.",Am I made of money?
"Yes, I have a shortened life span. Another reason why I'm objectively the right choice. She gasps and doubles over in pain.",Wow!
It was nice.,I don't see that as a contradiction.
It says Ipp-odd. I'm coming.,"V.O. So, let's talk about toxic exposure."
"I'm fine, other than the fact that my nurple is now purple. to Thirteen No wonder you broke up with him. I'm surprised yours are still attached.","to Thirteen By the way, I can see that from here. I assume those are our Patient's lab results."
Because there's nothing wrong?,Every organ in the scan is lit up like a hundred watt bulb except for her liver which is hovering around 60 watts.
How do you test someone's response to pain?,Easy. Hurt them.
"Dr. House, can I ask you a question? Are you insane or just stupid?",Is there a third option?
"Yeah, I paged you, which means you're next.",That's cool. I'll wait.
"It's a micro tumor. Started in his lung which caused the pleural effusion, then it metastasized to his liver which made it slough cells. And then went to his brain behind the eye which caused it to roll back into his head.",So he has 3 tumors and we missed all of them. What's the opposite of a miracle?
